sk_data,sk_cliente,sk_produto,vl_vendas,qt_vendas,vl_total
2026-01-23T00:00:00.000,5,2,5287.72,2,10575.44
2024-01-25T00:00:00.000,30,3,11369.31,3,34107.93
2025-01-21T00:00:00.000,28,4,1534.82,1,1534.82
2025-01-06T00:00:00.000,1,1,17580.87,3,52742.61
2026-01-01T00:00:00.000,26,9,605.59,1,605.59
2024-01-14T00:00:00.000,17,10,1358.45,1,1358.45
2024-01-17T00:00:00.000,12,8,1258.74,3,3776.22
2025-01-21T00:00:00.000,28,8,1248.96,3,3746.88
2025-01-19T00:00:00.000,19,8,1135.50,3,3406.50
2024-01-25T00:00:00.000,10,3,8226.92,2,16453.84
2025-01-31T00:00:00.000,4,6,447.55,1,447.55
2025-01-09T00:00:00.000,29,3,3467.34,1,3467.34
2026-01-19T00:00:00.000,9,5,518.70,3,1556.10
2024-01-06T00:00:00.000,27,5,440.85,3,1322.55
2025-01-19T00:00:00.000,11,2,3042.72,1,3042.72
2025-01-08T00:00:00.000,19,8,420.52,1,420.52
2025-01-22T00:00:00.000,9,5,171.54,1,171.54
2026-01-24T00:00:00.000,20,6,978.12,2,1956.24
2026-01-24T00:00:00.000,22,7,1827.01,1,1827.01
2024-01-05T00:00:00.000,12,9,1143.46,2,2286.92
2026-01-13T00:00:00.000,20,1,5900.46,1,5900.46
2025-01-08T00:00:00.000,16,7,1674.54,1,1674.54
2025-01-24T00:00:00.000,4,4,1675.39,1,1675.39
2025-01-28T00:00:00.000,14,5,346.02,2,692.04
2024-01-03T00:00:00.000,29,6,495.72,1,495.72
2024-01-04T00:00:00.000,24,8,331.79,1,331.79
2025-01-29T00:00:00.000,29,5,278.78,2,557.56
2025-01-03T00:00:00.000,9,10,3092.94,2,6185.88
2024-01-30T00:00:00.000,29,10,1565.98,1,1565.98
2026-01-23T00:00:00.000,18,10,3881.07,3,11643.21
2026-01-05T00:00:00.000,9,4,2962.66,2,5925.32
2025-01-25T00:00:00.000,24,9,1075.10,2,2150.20
2025-01-29T00:00:00.000,23,4,1420.88,1,1420.88
2025-01-16T00:00:00.000,30,2,3026.59,1,3026.59
2026-01-25T00:00:00.000,26,3,10460.61,3,31381.83
2024-01-30T00:00:00.000,10,4,2962.92,2,5925.84
2024-01-29T00:00:00.000,21,5,473.73,3,1421.19
2025-01-11T00:00:00.000,4,7,2025.93,1,2025.93
2026-01-13T00:00:00.000,28,6,1507.92,3,4523.76
2026-01-01T00:00:00.000,23,8,1215.96,3,3647.88
2025-01-01T00:00:00.000,24,5,146.50,1,146.50
2025-01-26T00:00:00.000,12,4,3245.04,2,6490.08
2024-01-29T00:00:00.000,30,8,356.52,1,356.52
2024-01-10T00:00:00.000,13,9,1336.34,2,2672.68
2025-01-06T00:00:00.000,22,1,5646.66,1,5646.66
2024-01-13T00:00:00.000,10,9,1610.37,3,4831.11
